Pathways	Object ID	Sub-Pathways
eudesmol biosynthesis	PWY-6271	
baruol biosynthesis	PWY-6008	
hydrogen production VIII	PWY-6785	
superpathway of L-alanine biosynthesis	PWY0-1061	"L-alanine biosynthesis II"" // ""L-alanine biosynthesis III"" // ""L-alanine biosynthesis I"
flavin biosynthesis I (bacteria and plants)	RIBOSYN2-PWY	
mannosylfructose biosynthesis	PWY-6116	
3,5,6-trichloro-2-pyridinol degradation	PWY-7512	
protocatechuate degradation III (<I>para</I>-cleavage pathway)	PWY-6336	
flavin biosynthesis II (archaea)	PWY-6167	
L-lysine degradation I	PWY0-461	
sodorifen biosynthesis	PWY-8064	
cycloartenol biosynthesis	PWY-8028	
L-alanine biosynthesis III	PWY0-1021	
flavin biosynthesis IV (mammalian)	PWY66-366	
protein <i>N</i>-glycosylation (bacterial)	PWY-7031	
butachlor degradation	PWY-7771	
protocatechuate degradation II (ortho-cleavage pathway)	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	
UDP-<i>N</i>-acetyl-&alpha;-D-fucosamine biosynthesis	PWY-7333	
&beta;-cubebene biosynthesis	PWY-6290	
botryococcenes and methylated squalene biosynthesis	PWY-6105	
&gamma;-linolenate biosynthesis I (plants)	PWY-5998	
L-alanine biosynthesis I	ALANINE-VALINESYN-PWY	
protein <i>N</i>-glycosylation initial phase (eukaryotic)	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	
chlorzoxazone degradation	PWY-7823	
protocatechuate degradation I (<I>meta</I>-cleavage pathway)	P184-PWY	
D-xylose degradation V	PWY-8020	
L-lysine degradation XI (mammalian)	LYSINE-DEG1-PWY	
soybean saponin I biosynthesis	PWY-5203	
stellariose and mediose biosynthesis	PWY-6525	
UDP-<i>N</i>-acetyl-&alpha;-D-quinovosamine biosynthesis	PWY-7334	
abscisic acid biosynthesis	PWY-695	
glycyrrhetinate biosynthesis	PWY-7066	
&gamma;-linolenate biosynthesis III (cyanobacteria)	PWY-7594	
L-lysine degradation V	PWY-5283	
abscisic acid biosynthesis shunt	PWY4FS-17	
ginsenosides biosynthesis	PWY-5672	
imidazole-lactate degradation	PWY-5029	
methanogenesis from dimethylamine	PWY-5248	
3-chlorotoluene degradation I	PWY-6103	
UDP-<i>N</i>-acetyl-&alpha;-D-mannosaminouronate biosynthesis	PWY-7335	
oleanolate biosynthesis	PWY-7069	
&gamma;-linolenate biosynthesis II (animals)	PWY-6000	
nopaline degradation	NOPALINEDEG-PWY	
3-chlorotoluene degradation II	PWY-6104	
lupanine biosynthesis	PWY-5468	
L-lysine degradation VIII	PWY-5314	
gallotannin biosynthesis	PWY-5477	
saponin biosynthesis IV	PWY-5774	
L-phenylalanine degradation II (anaerobic)	ANAPHENOXI-PWY	
canavanine degradation	PWY-31	
L-histidine biosynthesis	HISTSYN-PWY	
methanogenesis from methanethiol	PWY-5259	
UDP-<i>N</i>-acetyl-&alpha;-D-galactosaminuronate biosynthesis	PWY-7336	
avenacin A-1 biosynthesis	PWY-7473	
L-phenylalanine degradation IV (mammalian, via side chain)	PWY-6318	
octopine degradation	OCTOPINEDEG-PWY	
L-lysine degradation X	PWY-6328	
marneral biosynthesis	PWY-6005	
L-phenylalanine degradation III	PWY-5079	
glycogen degradation III (via anhydrofructose)	PWY-7662	
superpathway of methanogenesis	PWY-6830	"methanogenesis from trimethylamine"" // ""methanogenesis from dimethylamine"" // ""methanogenesis from methylamine"" // ""methanogenesis from H<SUB>2</SUB> and CO<SUB>2</SUB>"" // ""methanogenesis from acetate"" // ""methanogenesis from methanol"" // ""methyl-coenzyme M reduction to methane"
UDP-&alpha;-D-glucose biosynthesis I	PWY-7343	
superpathway of avenacin A biosynthesis	PWY-7476	"<i>N</i>-methylanthraniloyl-&beta;-<i>D</i>-glucopyranose biosynthesis"" // ""des-methyl avenacin A-1 biosynthesis"" // ""avenacin A-2 biosynthesis"" // ""avenacin A-1 biosynthesis"
L-phenylalanine degradation VI (Stickland reaction)	PWY-8014	
&alpha;-tomatine degradation	PWY18C3-5	
putrescine degradation I	PUTDEG-PWY	
superpathway of purine nucleotides <i>de novo</i> biosynthesis II	DENOVOPURINE2-PWY	"superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II"" // ""superpathway of adenosine nucleotides <i>de novo</i> biosynthesis II"" // ""inosine-5'-phosphate biosynthesis I"" // ""5-aminoimidazole ribonucleotide biosynthesis II"
pterocarpan phytoalexins modification (maackiain, medicarpin, pisatin, phaseollin)	PWY-7615	
diploterol biosynthesis	PWY-6098	
L-phenylalanine degradation I (aerobic)	PHENYLALANINE-DEG1-PWY	
theophylline degradation	PWY-6999	
methanogenesis from H<SUB>2</SUB> and CO<SUB>2</SUB>	METHANOGENESIS-PWY	
superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I	PWY-7228	"guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I"" // ""guanosine ribonucleotides <i>de novo</i> biosynthesis"
putrescine degradation V	PWY-3	
UDP-&alpha;-D-galactose biosynthesis	PWY-7344	
phytosterol biosynthesis (plants)	PWY-2541	
L-phenylalanine degradation V	PWY-7158	
betanidin degradation	PWY-5461	
gentisate 5-<i>O</i>-&beta;-<i>D</i>-xylopyranoside biosynthesis	PWY18C3-20	
putrescine degradation IV	PWY-2	
superpathway of adenosine nucleotides <i>de novo</i> biosynthesis II	PWY-6126	"adenosine deoxyribonucleotides <i>de novo</i> biosynthesis II"" // ""adenosine ribonucleotides <i>de novo</i> biosynthesis"
1,8-cineole degradation	6-HYDROXYCINEOLE-DEGRADATION-PWY	
4,4'-diapolycopenedioate biosynthesis	PWY-6767	
pyrimidine deoxyribonucleotide phosphorylation	PWY-7197	
methanogenesis from methylamine	PWY-5247	
superpathway of purine nucleotides <i>de novo</i> biosynthesis I	PWY-841	"guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I"" // ""guanosine ribonucleotides <i>de novo</i> biosynthesis"" // ""adenosine ribonucleotides <i>de novo</i> biosynthesis"" // ""adenosine deoxyribonucleotides <i>de novo</i> biosynthesis"" // ""inosine-5'-phosphate biosynthesis II"" // ""5-aminoimidazole ribonucleotide biosynthesis I"
putrescine degradation III	PWY-0	
UDP-&alpha;-D-glucuronate biosynthesis (from UDP-glucose)	PWY-7346	
<i>cis</i>-genanyl-CoA degradation	PWY-6672	
ursolate biosynthesis	PWY-7068	
putrescine degradation II	PWY0-1221	
superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II	PWY-6125	"guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II"" // ""guanosine ribonucleotides <i>de novo</i> biosynthesis"
&beta; myrcene degradation	PWY-7136	
saponin biosynthesis III	PWY-5759	
methylsalicylate degradation	PWY18C3-24	
methanogenesis from tetramethylammonium	PWY-5261	
superpathway of adenosine nucleotides <i>de novo</i> biosynthesis I	PWY-7229	"adenosine deoxyribonucleotides <i>de novo</i> biosynthesis"" // ""adenosine ribonucleotides <i>de novo</i> biosynthesis"
UDP-yelosamine biosynthesis	PWY-7842	
citronellol degradation	PWY-6670	
pentacyclic triterpene biosynthesis	PWY-7251	
carotenoid cleavage	PWY-6806	
thalianol and derivatives biosynthesis	PWY-5992	
pyrimidine deoxyribonucleotides biosynthesis from CTP	PWY-7210	
hordatine biosynthesis	PWY-6448	
phosphopantothenate biosynthesis I	PANTO-PWY	
methanogenesis from acetate	METH-ACETATE-PWY	
UDP-&beta;-L-arabinose biosynthesis II (from &beta;-L-arabinose)	PWY-82	
ginsenoside degradation III	PWY-6413	
des-methyl avenacin A-1 biosynthesis	PWY-7475	
palmitoyl ethanolamide biosynthesis	PWY-8055	
phosphopantothenate biosynthesis III (archaebacteria)	PWY-6654	
adenosine deoxyribonucleotides <i>de novo</i> biosynthesis II	PWY-7220	
geraniol and nerol degradation	PWY-6678	
dammara-20,24-diene biosynthesis	PWY-6095	
citreoisocoumarin and bikisocoumarin biosynthesis	PWY-7696	
L-tryptophan degradation VI (via tryptamine)	PWY-3181	
phosphopantothenate biosynthesis II	PWY-3961	
methyl-coenzyme M oxidation to CO<sub>2</sub>	PWY-5209	
adenosine deoxyribonucleotides <i>de novo</i> biosynthesis	PWY-7227	
UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis II	PWY-5514	
abscisic acid degradation to phaseic acid	PWY-5271	
lupeol biosynthesis	PWY-112	
spermidine hydroxycinnamic acid conjugates biosynthesis	PWY-6442	
C4 photosynthetic carbon assimilation cycle, NAD-ME type	PWY-7115	
abscisic acid degradation to 7'-hydroxyabscisate	PWY-7642	
mangrove triterpenoid biosynthesis	PWY-6109	
N-end rule pathway I (prokaryotic)	PWY-7801	
sulfide oxidation II (flavocytochrome <em>c</em>)	PWY-5274	
2-arachidonoylglycerol biosynthesis	PWY-8052	
gluconeogenesis II (<i>Methanobacterium thermoautotrophicum</i>)	PWY-6142	reductive acetyl coenzyme A pathway II (autotrophic methanogens)
methanogenesis from trimethylamine	PWY-5250	
3,5-dichlorocatechol degradation	PWY-6084	
oxygenic photosynthesis	PHOTOALL-PWY	"Calvin-Benson-Bassham cycle"" // ""photosynthesis light reactions"
UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis I	PWY-5512	
abscisic acid degradation to neophaseic acid	PWY-7640	
sulfide oxidation IV (mitochondria)	PWY-7927	
hydroxycinnamic acid tyramine amides biosynthesis	PWY-5474	
C4 photosynthetic carbon assimilation cycle, NADP-ME type	PWY-241	
4-chlorocatechol degradation	PWY-6087	
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	PWY-7184	
gallate degradation III (anaerobic)	P3-PWY	
4-hydroxybenzoate biosynthesis IV (plants)	PWY-6431	
4-hydroxyindole-3-carbonyl nitrile biosynthesis	PWY-8024	
gluconeogenesis I	GLUCONEO-PWY	
methyl-coenzyme M reduction to methane	METHFORM-PWY	
4,5-dichlorocatechol degradation	PWY-6093	
photorespiration	PWY-181	
UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis III	PWY-8013	
4-hydroxybenzoate biosynthesis II (bacteria)	PWY-5755	
hydroxycinnamic acid serotonin amides biosynthesis	PWY-5473	
C4 photosynthetic carbon assimilation cycle, PEPCK type	PWY-7117	
3,4,6-trichlorocatechol degradation	PWY-6094	
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III	PWY-6545	
gallate degradation I	GALLATE-DEGRADATION-II-PWY	
4-hydroxybenzoate biosynthesis I (eukaryotes)	PWY-5754	
gluconeogenesis III	PWY66-399	
L-selenocysteine biosynthesis I (bacteria)	PWY0-901	
3-chlorocatechol degradation III (<i>meta</i> pathway)	PWY-6214	
urea degradation II	PWY-5704	
4-hydroxybenzoate biosynthesis III (plants)	PWY-6435	
amaranthin biosynthesis	PWY-5400	
L-selenocysteine biosynthesis II (archaea and eukaryotes)	PWY-6281	
3-chlorocatechol degradation II (<i>ortho</i>)	PWY-6193	
superpathway of 4-aminobutanoate degradation	4AMINOBUTMETAB-PWY	"4-aminobutanoate degradation II"" // ""4-aminobutanoate degradation I"
pyrimidine deoxyribonucleotides dephosphorylation	PWY-7206	
gallate degradation II	GALLATE-DEGRADATION-I-PWY	
sphingosine and sphingosine-1-phosphate metabolism	PWY3DJ-11470	
superpathway of betalain biosynthesis	PWY-5405	"betacyanin biosynthesis (via dopamine)"" // ""betaxanthin biosynthesis"" // ""betaxanthin biosynthesis (via dopamine)"" // ""betaxanthin biosynthesis (via dopaxanthin)"" // ""amaranthin biosynthesis"" // ""betacyanin biosynthesis"" // ""betalamic acid biosynthesis"
3-chlorocatechol degradation I (<i>ortho</i>)	PWY-6089	
urea degradation I	PWY-5703	
4-aminobutanoate degradation IV	PWY-6473	
ceramide and sphingolipid recycling and degradation (yeast)	PWY-7119	
betacyanin biosynthesis	PWY-5399	
2-oxobutanoate degradation I	PWY-5130	propanoyl CoA degradation I
4-aminobutanoate degradation II	PWY-6537	
superpathway of bitter acids biosynthesis	PWY-5134	"adlupulone and adhumulone biosynthesis"" // ""lupulone and humulone biosynthesis"" // ""colupulone and cohumulone biosynthesis"
ceramide degradation (generic)	PWY-6483	
betaxanthin biosynthesis (via dopaxanthin)	PWY-5404	
2-oxobutanoate degradation II	2OXOBUTYRATECAT-PWY	
yatein biosynthesis II	PWY-7629	
4-aminobutanoate degradation V	PWY-5022	
trehalose degradation II (cytosolic)	PWY0-1182	
guanosine nucleotides degradation I	PWY-6607	
ceramide degradation by &alpha;-oxidation	PWY66-388	
betacyanin biosynthesis (via dopamine)	PWY-5439	
4-aminobutanoate degradation III	PWY-6536	
Ac/N-end rule pathway	PWY-7800	
betalamic acid biosynthesis	PWY-5394	
levopimaric acid biosynthesis	PWY-5412	
yatein biosynthesis I	PWY-7748	
GABA shunt	GLUDEG-I-PWY	4-aminobutanoate degradation I
trehalose degradation V	PWY-2723	
guanosine nucleotides degradation II	PWY-6606	
betaxanthin biosynthesis (via dopamine)	PWY-5403	
superpathway of diterpene resin acids biosynthesis	PWY-5416	"isopimaric acid biosynthesis"" // ""dehydroabietic acid biosynthesis"" // ""levopimaric acid biosynthesis"" // ""palustric acid biosynthesis"" // ""neoabietic acid biosynthesis"" // ""abietic acid biosynthesis"
nucleoside and nucleotide degradation (archaea)	PWY-5532	
4-aminobutanoate degradation I	PWY-6535	
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis IV	PWY-7198	
betaxanthin biosynthesis	PWY-5426	
abietic acid biosynthesis	PWY-5411	
superpathway of purine deoxyribonucleosides degradation	PWY0-1297	"2-deoxy-&alpha;-D-ribose 1-phosphate degradation"" // ""purine deoxyribonucleosides degradation I"
trehalose degradation I (low osmolarity)	TREDEGLOW-PWY	
superpathway of guanosine nucleotides degradation (plants)	PWY-6595	"guanosine nucleotides degradation II"" // ""guanosine nucleotides degradation I"
biotin biosynthesis I	BIOTIN-BIOSYNTHESIS-PWY	"biotin biosynthesis from 8-amino-7-oxononanoate I"" // ""8-amino-7-oxononanoate biosynthesis I"
palustric acid biosynthesis	PWY-5414	
pinosylvin metabolism	PWY-5045	
biotin biosynthesis from 8-amino-7-oxononanoate I	PWY0-1507	
isopimaric acid biosynthesis	PWY-5422	
trehalose degradation IV	PWY-2722	
guanosine nucleotides degradation III	PWY-6608	
biotin biosynthesis from 8-amino-7-oxononanoate II	PWY-7380	
neoabietic acid biosynthesis	PWY-5413	
purine nucleotides degradation II (aerobic)	PWY-6353	"inosine 5'-phosphate degradation"" // ""guanosine nucleotides degradation III"" // ""adenosine nucleotides degradation II"
Arg/N-end rule pathway (eukaryotic)	PWY-7799	
lactose and galactose degradation I	LACTOSECAT-PWY	
5-<i>N</i>-acetylardeemin biosynthesis	PWY-7543	
biotin biosynthesis II	PWY-5005	"biotin biosynthesis from 8-amino-7-oxononanoate II"" // ""8-amino-7-oxononanoate biosynthesis III"
dehydroabietic acid biosynthesis	PWY-5421	
purine ribonucleosides degradation	PWY0-1296	
trehalose degradation VI (periplasmic)	PWY0-1466	
crotonosine biosynthesis	PWY-8100	
purine nucleotides degradation I (plants)	PWY-5044	"superpathway of guanosine nucleotides degradation (plants)"" // ""adenosine nucleotides degradation I"
N-end rule pathway II (prokaryotic)	PWY-7802	
L-galactose degradation	PWY-7568	
capsaicin biosynthesis	PWY-5710	
felinine and 3-methyl-3-sulfanylbutan-1-ol biosynthesis	PWY-8001	
pseudouridine degradation	PWY-6019	
trehalose degradation III	PWY-2721	
&alpha;-cyclopiazonate detoxification	PWY-7558	
alliin metabolism	PWY-5706	
purine deoxyribonucleosides degradation II	PWY-7179-1	
palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	PWY-6282	
D-galactose degradation II	GALDEG-PWY	
solasodine glycosylation	PWY18C3-4	
superpathway of Allium flavor precursors	PWY-6176	"propanethial <i>S</i>-oxide biosynthesis"" // ""ethiin metabolism"" // ""alliin metabolism"
inosine 5'-phosphate degradation	PWY-5695	
palmitoleate biosynthesis II (plants and bacteria)	PWY-5366	
acridone alkaloid biosynthesis	PWY-5958	
methiin metabolism	PWY-7614	
purine deoxyribonucleosides degradation I	PWY-7179	
palmitoleate biosynthesis III (cyanobacteria)	PWY-7589	
D-galactose degradation IV	PWY-6693	
phenylmercury acetate degradation	P641-PWY	
notoamide C and D biosynthesis	PWY-7604	
diphthamide biosynthesis I (archaea)	PWY-6482	
3-methylthiopropanoate biosynthesis	PWY-5389	
adenosine nucleotides degradation III	PWY-6617	
ricinine degradation	PWY-6923	
hypusine biosynthesis	PWY-5905	
ethiin metabolism	PWY-5708	
adenosine nucleotides degradation I	PWY-6596	
D-galactose degradation I (Leloir pathway)	PWY-6317	
neoxaline biosynthesis	PWY-7608	
protein citrullination	PWY-4921	
<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism	PWY-6146	"gluconeogenesis II (<i>Methanobacterium thermoautotrophicum</i>)"" // ""incomplete reductive TCA cycle"" // ""L-aspartate biosynthesis"" // ""L-alanine biosynthesis II"" // ""archaetidylserine and archaetidylethanolamine biosynthesis"" // ""superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)"" // ""reductive acetyl coenzyme A pathway I (homoacetogenic bacteria)"
glycolysis I (from glucose 6-phosphate)	GLYCOLYSIS	
adenosine nucleotides degradation II	SALVADEHYPOX-PWY	
(<i>Z</i>)-butanethial-<i>S</i>-oxide biosynthesis	PWY-6900	
lampranthin biosynthesis	PWY-7265	
diphthamide biosynthesis II (eukaryotes)	PWY-7546	
cylindrospermopsin biosynthesis	PWY-8045	
tryptoquialanine biosynthesis	PWY-7660	
L-cysteine biosynthesis II (tRNA-dependent)	PWY-6308	
glycolysis II (from fructose 6-phosphate)	PWY-5484	
4-chlorobenzoate degradation	PWY-6215	
propanethial <i>S</i>-oxide biosynthesis	PWY-5707	
fumiquinazoline D biosynthesis	PWY-7542	
glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation	PWY-5921	
(<i>Z</i>)-phenylmethanethial <i>S</i>-oxide biosynthesis	PWY-6539	
3,4-dichlorobenzoate degradation	PWY-6217	
<i>Amaryllidacea</i> alkaloids biosynthesis	PWY-7826	
tRNA charging	TRNA-CHARGING-PWY	
phenylethanol biosynthesis	PWY-5751	
glycolysis III (from glucose)	ANAGLYCOLYSIS-PWY	
2-chlorobenzoate degradation	PWY-6221	
dipicolinate biosynthesis	PWY-8088	
&alpha;-solanine/&alpha;-chaconine biosynthesis	PWY-5666	
4-hydroxyphenylpyruvate biosynthesis	PWY-5886	
phosphatidylglycerol biosynthesis II (non-plastidic)	PWY4FS-8	CDP-diacylglycerol biosynthesis I
3-chlorobenzoate degradation III (via gentisate)	PWY-6228	
benzoylanthranilate biosynthesis	PWY-6323	
&alpha;-cyclopiazonate biosynthesis	PWY-7555	
gallate biosynthesis	PWY-6707	
superpathway of L-methionine salvage and degradation	PWY-5328	"L-methionine salvage from L-homocysteine"" // ""sulfite oxidation IV"" // ""L-cysteine degradation I"" // ""2-oxobutanoate degradation I"" // ""L-cysteine biosynthesis III (from L-homocysteine)"" // ""L-methionine degradation I (to L-homocysteine)"
3-chlorobenzoate degradation II (via protocatechuate)	PWY-6216	
glycolysis IV (plant cytosol)	PWY-1042	
phosphatidylglycerol biosynthesis I (plastidic)	PWY4FS-7	CDP-diacylglycerol biosynthesis II
phenylethanol glycoconjugate biosynthesis	PWY-7074	
&alpha;-tomatine biosynthesis	PWY18C3-3	
3-dimethylallyl-4-hydroxybenzoate biosynthesis	PWY-7303	
superpathway of (Kdo)<SUB>2</SUB>-lipid A biosynthesis	KDO-NAGLIPASYN-PWY	"CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis"" // ""lipid IV<sub>A</sub> biosynthesis (E. coli)"" // ""Kdo transfer to lipid IV<sub>A</sub> I (E. coli)"
3-chlorobenzoate degradation I (via chlorocatechol)	PWY-6088	
oligomeric urushiol biosynthesis	PWY-5787	
ephedrine biosynthesis	PWY-5883	
phaselate biosynthesis	PWY-6320	
L-methionine degradation III	PWY-5082	
glycolysis V (Pyrococcus)	P341-PWY	
phosphatidylcholine acyl editing	PWY-6803	
benzoyl-CoA biosynthesis	PWY-6458	
stephacidin A biosynthesis	PWY-7603	
methane oxidation to methanol II	PWY-6742	
phenolic malonylglucosides biosynthesis	PWY-6930	
vibriobactin biosynthesis	PWY-6374	2,3-dihydroxybenzoate biosynthesis
sulfoquinovosyl diacylglycerol biosynthesis	PWYQT-4427	
3,5-dimethoxytoluene biosynthesis	PWY-7076	
superpathway of ergotamine biosynthesis	PWY-6503	"ergotamine biosynthesis"" // ""chanoclavine I aldehyde biosynthesis"
benzoate biosynthesis I (CoA-dependent, &beta;-oxidative)	PWY-6443	cinnamoyl-CoA biosynthesis
1,3,5-trimethoxybenzene biosynthesis	PWY-5765	
vanchrobactin biosynthesis	PWY-7987	
L-methionine degradation I (to L-homocysteine)	METHIONINE-DEG1-PWY	
